Id,MSSubClass,LotFrontage,LotArea,Neighborhood,Condition1,BldgType,HouseStyle,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,Heating,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1134,60,80,9828,SawyerW,Norm,1Fam,2Story,5,1995,1995,Gable,0,584,544,1128,GasA,Y,1142,878,2020,0,0,2,1,Gd,8,1,2,466,6,2009,WD,Normal,239500
1135,60,57,8773,Gilbert,Norm,1Fam,2Story,5,1997,1997,Gable,0,0,916,916,GasA,Y,916,684,1600,0,0,2,1,TA,7,1,2,460,8,2007,WD,Normal,169000
1136,30,60,6180,BrkSide,Norm,1Fam,1Story,5,1926,1950,Gable,0,0,960,960,GasA,N,986,0,986,0,0,1,0,TA,5,1,1,180,5,2007,WD,Normal,102000
1137,50,80,9600,NAmes,Norm,1Fam,1.5Fin,5,1950,1950,Gable,0,280,752,1032,GasA,Y,1032,220,1252,0,0,1,0,TA,6,0,1,288,4,2008,WD,Abnorml,119000
1138,50,54,6342,Sawyer,Feedr,1Fam,1.5Fin,8,1875,1996,Gable,0,0,780,780,GasA,N,780,240,1020,0,0,1,0,TA,6,0,0,0,5,2010,WD,Normal,94000
1139,20,NA,9819,Mitchel,Norm,1Fam,1Story,5,1977,1977,Gable,0,1567,0,1567,GasA,Y,1567,0,1567,1,0,2,0,Gd,5,2,2,714,5,2009,WD,Normal,196000
1140,30,98,8731,BrkSide,Norm,1Fam,1Story,5,1920,1950,Gable,0,645,270,915,GasA,Y,1167,0,1167,0,0,1,0,TA,6,1,2,495,5,2007,WD,Normal,144000
1141,20,60,7350,NAmes,Norm,1Fam,1Story,7,1951,1951,Gable,0,852,100,952,GasA,Y,952,0,952,1,0,1,0,TA,4,0,2,840,6,2008,COD,Abnorml,139000
1142,60,NA,10304,NWAmes,PosN,1Fam,2Story,7,1976,1976,Gable,44,381,399,780,GasA,Y,1088,780,1868,1,0,2,1,Gd,9,1,2,484,10,2009,WD,Normal,197500
1143,60,77,9965,CollgCr,Norm,1Fam,2Story,5,2006,2007,Hip,340,1150,316,1466,GasA,Y,1466,1362,2828,1,0,3,0,Gd,11,1,3,1052,4,2007,New,Partial,424870
1144,20,NA,9000,Sawyer,Norm,1Fam,1Story,3,1959,1959,Gable,0,288,718,1006,GasA,Y,1006,0,1006,0,0,1,0,TA,5,0,0,0,7,2008,WD,Normal,80000
1145,190,60,12180,Edwards,Norm,2fmCon,1.5Fin,4,1941,1950,Gable,0,348,324,672,Grav,N,672,252,924,1,0,1,0,Fa,5,0,1,280,7,2010,WD,Normal,80000
1146,50,52,6240,BrkSide,Norm,1Fam,1.5Fin,6,1928,1950,Gable,0,0,1042,1042,GasA,Y,1042,534,1576,0,0,1,0,TA,8,1,1,225,8,2006,WD,Family,149000
1147,20,NA,11200,SawyerW,Norm,1Fam,1Story,5,1985,1985,Gable,85,1258,40,1298,GasA,Y,1298,0,1298,1,0,2,0,Gd,5,1,2,403,5,2006,WD,Normal,180000
1148,70,75,12000,Crawfor,Norm,1Fam,2Story,7,1941,1950,Gable,0,275,429,704,GasA,Y,860,704,1564,0,0,1,1,Fa,7,1,1,234,7,2009,WD,Normal,174500
1149,50,NA,5700,OldTown,Norm,1Fam,1.5Fin,7,1926,1950,Gable,0,0,572,572,GasA,Y,572,539,1111,0,0,1,0,TA,5,1,1,288,8,2008,WD,Normal,116900
1150,70,50,9000,OldTown,Artery,1Fam,2Story,9,1920,1988,Hip,0,624,26,650,GasA,Y,832,650,1482,0,1,1,0,TA,7,0,2,324,7,2009,WD,Normal,143000
1151,20,57,8280,NAmes,Norm,1Fam,1Story,5,1950,1950,Gable,0,0,932,932,GasA,Y,932,0,932,0,0,1,0,Gd,4,1,1,306,11,2007,WD,Normal,124000
1152,20,134,17755,Edwards,Norm,1Fam,1Story,4,1959,1959,Gable,132,176,1290,1466,GasA,Y,1466,0,1466,0,0,1,1,Fa,6,2,2,528,11,2006,WD,Normal,149900
1153,20,90,14115,Crawfor,Norm,1Fam,1Story,7,1956,2004,Gable,0,296,230,1073,GasA,Y,1811,0,1811,0,0,1,0,Ex,6,1,2,470,7,2006,WD,Abnorml,230000
1154,30,NA,5890,IDOTRR,Norm,1Fam,1Story,8,1930,2007,Gable,0,538,278,816,GasA,Y,816,0,816,0,0,1,0,TA,5,0,1,432,6,2008,WD,Normal,120500
1155,60,NA,13700,NAmes,Norm,1Fam,2Story,6,1965,1988,Gable,288,454,410,864,GasA,Y,902,918,1820,0,0,1,2,Gd,8,2,2,492,5,2008,WD,Normal,201800
1156,20,90,10768,Veenker,Norm,1Fam,1Story,8,1976,2004,Gable,0,1157,280,1437,GasA,Y,1437,0,1437,1,0,2,0,Gd,6,1,2,528,7,2007,WD,Normal,218000
1157,80,85,9350,NAmes,Norm,1Fam,SLvl,8,1965,1999,Gable,0,633,586,1219,GasA,Y,1265,0,1265,0,1,2,0,Gd,6,1,2,502,10,2008,WD,Normal,179900
1158,120,34,5001,NridgHt,Norm,Twnhs,1Story,5,2007,2008,Gable,166,904,410,1314,GasA,Y,1314,0,1314,1,0,2,0,Gd,6,1,2,626,7,2009,WD,Normal,230000
1159,20,92,11932,Somerst,Feedr,1Fam,1Story,5,2007,2008,Gable,186,0,1580,1580,GasA,Y,1580,0,1580,0,0,2,0,Gd,7,0,3,830,6,2008,ConLD,Partial,235128
1160,60,76,9120,NWAmes,Norm,1Fam,2Story,6,1974,1974,Hip,270,442,459,901,GasA,Y,943,933,1876,0,0,2,1,Gd,8,1,2,540,7,2008,WD,Normal,185000
1161,160,24,2280,NPkVill,Norm,Twnhs,2Story,5,1978,1978,Gable,0,311,544,855,GasA,Y,855,601,1456,0,0,2,1,TA,7,1,2,440,7,2010,WD,Normal,146000
1162,20,NA,14778,Crawfor,PosN,1Fam,1Story,7,1954,2006,Hip,72,728,568,1296,GasA,Y,1640,0,1640,1,0,1,0,Gd,7,1,2,924,11,2008,WD,Normal,224000
1163,20,109,8724,Sawyer,Norm,1Fam,1Story,5,1968,1968,Gable,0,492,402,894,GasA,Y,894,0,894,0,0,1,0,TA,5,1,2,450,5,2007,WD,Normal,129000
1164,90,60,12900,Sawyer,Feedr,Duplex,SFoyer,4,1969,1969,Gable,0,1198,0,1198,GasA,Y,1258,0,1258,2,0,0,2,TA,6,0,2,400,1,2008,WD,Alloca,108959
1165,80,NA,16157,Veenker,Feedr,1Fam,SLvl,7,1978,1978,Gable,0,680,289,1360,GasA,Y,1432,0,1432,1,0,1,1,Gd,5,1,2,588,6,2007,WD,Normal,194000
1166,20,79,9541,NridgHt,Norm,1Fam,1Story,5,2009,2009,Gable,268,0,1502,1502,GasA,Y,1502,0,1502,0,0,2,0,Gd,7,0,2,644,9,2009,New,Partial,233170
1167,20,64,10475,CollgCr,Norm,1Fam,1Story,5,2008,2008,Gable,72,0,1694,1694,GasA,Y,1694,0,1694,0,0,2,0,Gd,7,0,3,776,2,2010,WD,Normal,245350
1168,60,58,10852,Gilbert,RRAn,1Fam,2Story,5,2000,2000,Gable,0,786,173,959,GasA,Y,959,712,1671,1,0,2,1,TA,7,1,2,472,2,2006,WD,Normal,173000
1169,70,120,13728,Edwards,Norm,1Fam,2Story,7,1935,1986,Hip,0,626,501,1127,GasA,Y,1236,872,2108,0,0,2,0,Gd,7,2,2,540,7,2008,WD,Normal,235000
1170,60,118,35760,NoRidge,Norm,1Fam,2Story,5,1995,1996,Hip,1378,1387,543,1930,GasA,Y,1831,1796,3627,1,0,3,1,Gd,10,1,3,807,7,2006,WD,Normal,625000
1171,80,76,9880,Mitchel,Norm,1Fam,SLvl,6,1977,1977,Gable,0,522,574,1096,GasA,Y,1118,0,1118,1,0,1,0,TA,6,1,1,358,7,2008,WD,Normal,171000
1172,20,76,9120,NAmes,Norm,1Fam,1Story,6,1958,1958,Hip,0,662,599,1261,GasA,Y,1261,0,1261,1,0,1,0,TA,6,1,2,433,11,2008,WD,Normal,163000
1173,160,35,4017,Somerst,Norm,TwnhsE,2Story,5,2006,2007,Gable,0,0,625,625,GasA,Y,625,625,1250,0,0,2,1,Gd,5,0,2,625,3,2008,WD,Normal,171900
1174,50,138,18030,ClearCr,Norm,1Fam,1.5Fin,6,1946,1994,Gable,0,152,977,1598,GasA,Y,1636,971,3086,0,0,3,0,Ex,12,1,0,0,3,2007,WD,Normal,200500
1175,70,80,16560,Crawfor,Norm,1Fam,2Story,8,1932,1950,Gable,0,503,449,952,GasA,Y,1170,1175,2345,0,0,2,1,TA,9,1,2,360,7,2006,WD,Normal,239000
1176,50,85,10678,NoRidge,Norm,1Fam,1.5Fin,5,1992,2000,Hip,337,700,983,1683,GasA,Y,2129,743,2872,0,0,2,1,Gd,9,1,2,541,4,2007,WD,Normal,285000
1177,20,37,6951,Mitchel,Norm,1Fam,1Story,5,1984,1985,Gable,0,658,218,876,GasA,Y,923,0,923,1,0,1,0,TA,5,0,1,264,10,2008,WD,Normal,119500
1178,50,NA,3950,OldTown,Artery,1Fam,1.5Fin,8,1926,2004,Gable,0,468,350,818,GasA,Y,818,406,1224,0,0,1,0,TA,5,0,1,210,12,2009,WD,Normal,115000
1179,50,54,7681,Crawfor,Norm,1Fam,1.5Fin,6,1921,1950,Gable,0,0,731,731,GasA,Y,820,523,1343,0,0,1,1,TA,7,1,1,186,7,2009,WD,Normal,154900
1180,20,77,8335,Edwards,Norm,1Fam,1Story,5,1954,1954,Gable,0,0,0,0,GasA,Y,1124,0,1124,0,0,1,0,TA,5,1,0,0,4,2006,WD,Normal,93000
1181,60,NA,11170,Timber,Norm,1Fam,2Story,5,1990,1991,Gable,0,1216,0,1216,GasA,Y,1298,1216,2514,0,0,2,1,TA,8,0,2,693,4,2006,WD,Normal,250000
1182,120,64,5587,Crawfor,Norm,TwnhsE,1Story,5,2008,2008,Hip,186,1480,120,1600,GasA,Y,1652,0,1652,1,1,2,0,Gd,5,1,2,482,11,2008,New,Partial,392500
1183,60,160,15623,NoRidge,Norm,1Fam,2Story,5,1996,1996,Hip,0,2096,300,2396,GasA,Y,2411,2065,4476,1,0,3,1,Ex,10,2,3,813,7,2007,WD,Abnorml,745000
1184,30,60,10800,OldTown,Norm,1Fam,1Story,6,1920,1950,Hip,0,821,299,1120,GasA,Y,1130,0,1130,1,0,1,0,TA,5,1,2,720,6,2006,WD,Normal,120000
1185,20,50,35133,Timber,Norm,1Fam,1Story,4,1963,1963,Hip,226,1159,413,1572,GasA,Y,1572,0,1572,1,0,1,1,TA,5,2,3,995,5,2007,WD,Normal,186700
1186,50,60,9738,Edwards,Norm,1Fam,1.5Fin,7,1924,1950,Gable,0,392,392,784,GasA,Y,949,272,1221,1,0,1,0,TA,7,0,1,392,3,2006,WD,Normal,104900
1187,190,107,10615,OldTown,Artery,2fmCon,2Story,5,1900,1970,Gable,0,440,538,978,GasA,Y,1014,685,1699,1,0,2,0,TA,7,0,2,420,8,2009,WD,Abnorml,95000
1188,20,89,12461,NoRidge,Norm,1Fam,1Story,5,1994,1995,Gable,0,1456,168,1624,GasA,Y,1624,0,1624,1,0,2,0,Gd,5,1,3,757,7,2006,WD,Normal,262000
1189,60,68,8935,CollgCr,Norm,1Fam,2Story,5,2002,2002,Gable,95,0,831,831,GasA,Y,831,829,1660,0,0,2,1,Gd,7,0,2,493,7,2009,WD,Normal,195000
1190,60,60,7500,Gilbert,Norm,1Fam,2Story,5,1999,1999,Gable,0,0,994,994,GasA,Y,1028,776,1804,0,0,2,1,Gd,7,1,2,442,6,2010,WD,Normal,189000
1191,190,NA,32463,Mitchel,Norm,2fmCon,1Story,4,1961,1975,Gable,149,1159,90,1249,GasA,Y,1622,0,1622,1,0,1,0,TA,7,1,4,1356,3,2007,WD,Normal,168000
1192,160,24,2645,Somerst,Norm,Twnhs,2Story,5,1999,2000,Gable,456,0,776,776,GasA,Y,764,677,1441,0,0,2,1,Gd,5,0,2,492,11,2007,WD,Normal,174000
1193,50,60,9600,OldTown,Norm,1Fam,1.5Fin,8,1925,1994,Gambrel,0,0,702,702,GasA,Y,842,630,1472,0,0,1,0,Gd,6,0,1,250,7,2007,WD,Normal,125000
1194,120,NA,4500,Mitchel,Norm,TwnhsE,1Story,5,1999,1999,Hip,425,883,341,1224,GasA,Y,1224,0,1224,1,0,2,0,TA,5,0,2,402,6,2009,WD,Normal,165000
1195,60,80,9364,Sawyer,Norm,1Fam,2Story,7,1969,1969,Gable,143,371,292,663,GasA,Y,663,689,1352,0,0,1,1,TA,7,0,1,299,3,2010,WD,Normal,158000
1196,60,51,8029,Gilbert,Norm,1Fam,2Story,5,2005,2005,Gable,0,0,728,728,GasA,Y,728,728,1456,0,0,2,1,Gd,8,0,2,400,7,2008,WD,Normal,176000
1197,60,58,14054,Gilbert,Norm,1Fam,2Story,5,2006,2006,Gable,0,0,879,879,GasA,Y,879,984,1863,0,0,2,1,Gd,9,1,3,660,11,2006,New,Partial,219210
1198,75,65,8850,OldTown,Norm,1Fam,2.5Unf,6,1916,1950,Gable,0,0,815,815,GasA,Y,815,875,1690,0,0,1,0,TA,7,1,1,225,7,2006,ConLw,Normal,144000
1199,20,70,9100,CollgCr,Norm,1Fam,1Story,5,2001,2001,Gable,0,0,1212,1212,GasA,Y,1212,0,1212,0,0,2,0,Gd,6,0,2,573,6,2009,WD,Normal,178000
1200,20,75,11235,Sawyer,Norm,1Fam,1Story,5,1963,1979,Gable,51,547,504,1051,GasA,Y,1382,0,1382,0,0,1,1,TA,6,1,2,459,10,2006,WD,Normal,148000
1201,20,71,9353,NAmes,Norm,1Fam,1Story,5,1970,1970,Gable,0,0,864,864,GasA,Y,864,0,864,0,0,1,0,TA,5,0,1,280,7,2006,Oth,Abnorml,116050
1202,60,80,10400,CollgCr,Norm,1Fam,2Story,5,1998,1998,Gable,0,0,866,866,GasA,Y,866,913,1779,0,0,2,1,Gd,6,0,2,546,3,2009,WD,Normal,197900
1203,50,50,6000,BrkSide,Norm,1Fam,1.5Fin,8,1925,1997,Gable,0,0,884,884,GasA,Y,884,464,1348,1,0,1,0,TA,5,1,1,216,5,2009,WD,Normal,117000
1204,20,75,9750,CollgCr,Norm,1Fam,1Story,5,2000,2001,Gable,171,0,1630,1630,GasA,Y,1630,0,1630,0,0,2,0,Gd,6,1,2,451,10,2009,WD,Normal,213000
1205,20,78,10140,NWAmes,Norm,1Fam,1Story,6,1975,1975,Gable,0,788,268,1056,GasA,Y,1074,0,1074,1,0,1,1,TA,6,0,2,495,7,2006,WD,Normal,153500
1206,20,90,14684,SawyerW,Norm,1Fam,1Story,7,1990,1991,Hip,234,485,1496,2158,GasA,Y,2196,0,2196,0,0,2,0,Gd,7,1,3,701,6,2009,WD,Normal,271900
1207,20,NA,8900,SawyerW,Norm,1Fam,1Story,4,1966,1966,Gable,0,1056,0,1056,GasA,Y,1056,0,1056,1,0,1,0,TA,5,0,1,384,11,2006,WD,Normal,107000
1208,20,70,9135,CollgCr,Norm,1Fam,1Story,5,2003,2003,Gable,120,340,1342,1682,GasA,Y,1700,0,1700,1,0,2,0,Gd,7,0,2,544,5,2006,WD,Normal,200000
1209,20,70,7763,NAmes,Norm,1Fam,1Story,7,1962,1980,Gable,0,504,319,931,GasA,Y,1283,0,1283,1,0,1,0,TA,6,0,2,506,10,2008,WD,Normal,140000
1210,20,85,10182,Somerst,RRNn,1Fam,1Story,5,2006,2006,Hip,420,1220,440,1660,GasA,Y,1660,0,1660,1,0,2,0,Gd,8,1,2,500,5,2006,New,Partial,290000
1211,60,70,11218,SawyerW,Norm,1Fam,2Story,5,1992,1992,Gable,0,0,1055,1055,GasA,Y,1055,790,1845,0,0,2,1,Gd,8,1,2,462,5,2010,WD,Normal,189000
1212,50,152,12134,Gilbert,Norm,1Fam,1.5Fin,7,1988,2005,Gable,0,427,132,559,GasA,Y,1080,672,1752,0,0,2,0,TA,8,0,2,492,6,2010,WD,Normal,164000
1213,30,50,9340,Edwards,Norm,1Fam,1Story,6,1941,1950,Hip,0,344,328,672,GasA,Y,672,0,672,1,0,1,0,TA,4,0,1,234,8,2009,WD,Normal,113000
1214,80,NA,10246,Sawyer,Norm,1Fam,SLvl,9,1965,2001,Gable,0,648,0,648,GasA,Y,960,0,960,1,1,0,0,TA,3,0,1,364,5,2006,WD,Normal,145000
1215,85,69,10205,NAmes,Norm,1Fam,SFoyer,5,1962,1962,Gable,0,784,141,925,GasA,Y,999,0,999,1,0,1,0,TA,6,0,1,300,5,2006,WD,Normal,134500
1216,20,99,7094,Sawyer,Norm,1Fam,1Story,5,1966,1966,Gable,0,180,340,894,GasA,Y,894,0,894,0,0,1,0,TA,5,0,1,384,5,2007,WD,Normal,125000
1217,90,68,8930,Sawyer,RRAe,Duplex,1.5Fin,5,1978,1978,Gable,0,0,0,0,GasA,Y,1318,584,1902,0,0,2,0,TA,8,0,2,539,4,2010,WD,Normal,112000
1218,20,72,8640,Somerst,Norm,1Fam,1Story,5,2009,2009,Gable,72,936,364,1300,GasA,Y,1314,0,1314,1,0,2,0,Gd,6,0,2,552,9,2009,New,Partial,229456
1219,50,52,6240,BrkSide,Norm,1Fam,1.5Fin,5,1947,1950,Gable,0,0,0,0,GasA,N,672,240,912,0,0,1,0,TA,3,0,0,0,7,2006,WD,Normal,80500
1220,160,21,1680,BrDale,Norm,Twnhs,2Story,5,1971,1971,Gable,236,0,672,672,GasA,Y,672,546,1218,0,0,1,1,TA,7,0,0,0,4,2006,WD,Abnorml,91500
1221,20,66,7800,NAmes,Norm,1Fam,1Story,5,1964,1964,Gable,0,312,0,912,GasA,Y,912,0,912,0,0,1,0,TA,5,0,1,288,11,2006,WD,Abnorml,115000
1222,20,55,8250,Sawyer,Feedr,1Fam,1Story,5,1968,1968,Hip,0,250,210,952,GasA,Y,1211,0,1211,0,0,1,0,TA,5,1,1,322,8,2008,WD,Normal,134000
1223,50,78,10496,NAmes,Artery,1Fam,1.5Fin,6,1949,1950,Gable,320,196,844,1040,GasA,Y,1168,678,1846,0,0,2,0,TA,7,1,1,315,1,2007,WD,Normal,143000
1224,20,89,10680,NAmes,Norm,1Fam,1Story,3,1951,1951,Hip,44,756,1380,2136,GasA,N,2136,0,2136,0,0,2,0,TA,7,0,2,528,10,2006,WD,Normal,137900
1225,60,60,15384,Gilbert,RRAn,1Fam,2Story,5,2004,2005,Gable,0,724,64,788,GasA,Y,788,702,1490,1,0,2,1,Gd,8,1,2,388,2,2008,WD,Normal,184000
1226,80,65,10482,NAmes,Norm,1Fam,SLvl,8,1958,1958,Hip,63,507,81,588,GasA,Y,1138,0,1138,0,1,1,0,TA,6,0,1,264,6,2007,WD,Normal,145000
1227,60,86,14598,Somerst,Feedr,1Fam,2Story,5,2007,2007,Gable,74,0,894,894,GasA,Y,894,1039,1933,0,0,2,1,Gd,9,1,3,668,1,2008,WD,Normal,214000
1228,20,72,8872,NAmes,Norm,1Fam,1Story,8,1965,2008,Gable,300,595,317,912,GasA,Y,912,0,912,1,0,1,0,Gd,5,0,2,576,12,2008,WD,Normal,147000
1229,120,65,8769,NridgHt,Norm,TwnhsE,1Story,5,2008,2008,Hip,766,1540,162,1702,GasA,Y,1702,0,1702,1,0,1,1,Ex,7,1,3,1052,10,2008,New,Partial,367294
1230,80,70,7910,NAmes,Norm,1Fam,SLvl,5,1960,1960,Hip,0,666,409,1075,GasA,Y,1507,0,1507,0,0,2,0,TA,7,0,1,404,8,2008,WD,Normal,127000
1231,90,NA,18890,Sawyer,Feedr,Duplex,1.5Fin,5,1977,1977,Shed,1,498,652,1361,GasA,Y,1361,1259,2620,0,0,2,2,TA,12,1,2,600,8,2007,WD,Normal,190000
1232,90,70,7728,NAmes,Norm,Duplex,SLvl,6,1962,1962,Hip,120,803,303,1106,GasA,Y,1190,0,1190,1,0,1,0,TA,6,0,2,540,5,2006,WD,Normal,132500
1233,90,70,9842,NAmes,Norm,Duplex,1Story,5,1962,1962,Gable,0,0,0,0,GasA,Y,1224,0,1224,0,0,2,0,TA,6,0,2,462,3,2007,WD,Normal,101800
1234,20,NA,12160,NAmes,Norm,1Fam,1Story,5,1959,1959,Hip,180,1000,188,1188,GasA,Y,1188,0,1188,1,0,1,0,TA,6,0,2,531,5,2010,COD,Abnorml,142000
1235,70,55,8525,SWISU,Norm,1Fam,2Story,6,1911,1950,Gable,0,0,940,940,GasA,N,1024,940,1964,0,0,1,1,TA,7,0,0,0,11,2008,WD,Abnorml,130000
1236,70,96,13132,Crawfor,Norm,1Fam,2Story,5,1914,1950,Gable,0,0,747,747,GasA,Y,892,892,1784,0,0,1,1,TA,9,0,1,180,7,2006,WD,Normal,138887
1237,160,36,2628,NridgHt,Norm,Twnhs,2Story,5,2003,2003,Gable,106,0,764,764,GasA,Y,764,862,1626,0,0,2,1,Gd,6,0,2,474,6,2010,WD,Normal,175500
1238,60,41,12393,CollgCr,Norm,1Fam,2Story,5,2004,2005,Gable,0,0,847,847,GasA,Y,847,1101,1948,0,0,2,1,Gd,8,1,2,434,9,2006,WD,Normal,195000
1239,20,63,13072,SawyerW,RRAe,1Fam,1Story,5,2005,2005,Gable,0,0,1141,1141,GasA,Y,1141,0,1141,0,0,1,1,TA,6,0,2,484,3,2006,WD,Abnorml,142500
1240,20,64,9037,Timber,Norm,1Fam,1Story,5,2006,2006,Hip,32,428,1048,1476,GasA,Y,1484,0,1484,0,0,2,0,Ex,6,1,2,472,12,2007,WD,Normal,265900
1241,60,65,8158,CollgCr,Norm,1Fam,2Story,5,2003,2003,Gable,252,550,334,884,GasA,Y,884,884,1768,1,0,2,1,Gd,8,0,2,543,7,2008,WD,Normal,224900
1242,20,83,9849,Somerst,Norm,1Fam,1Story,6,2007,2007,Hip,0,0,1689,1689,GasA,Y,1689,0,1689,0,0,2,0,Gd,7,0,3,954,6,2007,New,Partial,248328
1243,85,85,10625,NWAmes,Norm,1Fam,SFoyer,6,1974,1974,Gable,81,885,0,1053,GasA,Y,1173,0,1173,1,0,2,0,Gd,6,2,2,528,1,2010,WD,Family,170000
1244,20,107,13891,NridgHt,Norm,1Fam,1Story,5,2006,2006,Gable,NA,1386,690,2076,GasA,Y,2076,0,2076,1,0,2,1,Ex,7,1,3,850,9,2006,New,Partial,465000
1245,70,NA,11435,Crawfor,Norm,1Fam,2Story,7,1929,1950,Gable,0,0,792,792,GasA,Y,792,725,1517,0,0,1,0,Gd,7,2,2,400,6,2006,WD,Normal,230000
1246,80,78,12090,NWAmes,Norm,1Fam,SLvl,7,1984,2003,Hip,74,0,585,585,GasA,Y,1140,728,1868,0,0,3,1,TA,7,1,2,477,1,2007,WD,Abnorml,178000
1247,60,65,8125,Somerst,Norm,1Fam,2Story,5,2005,2006,Gable,0,0,756,756,GasA,Y,756,797,1553,0,0,2,1,Gd,6,0,2,615,3,2006,New,Partial,186500
1248,80,NA,12328,Mitchel,Norm,1Fam,SLvl,5,1976,1976,Gable,335,539,473,1012,GasA,Y,1034,0,1034,1,0,1,0,TA,6,0,3,888,5,2010,WD,Normal,169900
1249,75,60,9600,OldTown,Norm,1Fam,2.5Unf,5,1917,1950,Gable,0,319,416,735,OthW,N,1134,924,2058,0,0,1,1,TA,8,1,2,396,4,2008,WD,Normal,129500
1250,20,60,7200,NAmes,Norm,1Fam,1Story,7,1950,1950,Gable,0,534,246,876,GasA,Y,988,0,988,0,0,1,0,TA,6,0,1,276,5,2007,WD,Normal,119000
1251,20,93,11160,NAmes,Norm,1Fam,1Story,5,1968,1968,Hip,0,1065,1045,2110,GasA,Y,2110,0,2110,1,0,2,1,Ex,8,2,2,522,4,2010,WD,Normal,244000
1252,120,NA,3136,NridgHt,Norm,TwnhsE,1Story,5,2003,2003,Gable,163,0,1405,1405,GasA,Y,1405,0,1405,0,0,2,0,Gd,6,1,2,478,3,2006,WD,Normal,171750
1253,20,62,9858,Mitchel,Norm,1Fam,1Story,6,1968,1968,Gable,0,510,354,864,GasA,Y,874,0,874,1,0,1,0,TA,5,0,1,288,11,2009,WD,Normal,130000
1254,60,NA,17542,Veenker,Norm,1Fam,2Story,7,1974,2003,Gable,0,125,36,1192,GasA,Y,1516,651,2167,1,0,2,1,Gd,9,2,2,518,7,2007,WD,Normal,294000
1255,60,60,6931,Edwards,Norm,1Fam,2Story,5,2003,2004,Gable,92,0,746,746,GasA,Y,760,896,1656,0,0,2,1,Gd,7,1,2,397,7,2008,WD,Normal,165400
1256,50,52,6240,BrkSide,Norm,1Fam,1.5Fin,6,1931,1950,Gable,0,425,459,884,GasA,Y,959,408,1367,0,0,1,0,TA,6,1,1,560,11,2007,WD,Normal,127500
1257,20,91,14303,NoRidge,Norm,1Fam,1Story,5,1994,1994,Hip,554,1314,672,1986,GasA,Y,1987,0,1987,1,0,2,0,Gd,7,1,2,691,8,2008,WD,Normal,301500
1258,30,56,4060,Edwards,Feedr,1Fam,1Story,8,1922,1950,Gable,0,0,864,864,GasA,Y,864,0,864,0,0,1,0,TA,4,0,0,0,7,2009,WD,Normal,99900
1259,80,59,9587,Gilbert,Norm,1Fam,SLvl,5,2005,2005,Gable,182,655,201,856,GasA,Y,1166,0,1166,1,0,2,0,Gd,5,0,2,400,7,2008,WD,Normal,190000
1260,20,65,9750,NAmes,Norm,1Fam,1Story,8,1969,1969,Gable,0,602,14,1054,GasA,Y,1054,0,1054,1,0,1,1,TA,6,0,2,460,7,2008,WD,Normal,151000
1261,60,NA,24682,Gilbert,RRAn,1Fam,2Story,5,1999,1999,Gable,0,0,841,841,GasA,Y,892,783,1675,0,0,2,1,TA,7,1,2,502,6,2009,WD,Normal,181000
1262,20,80,9600,NAmes,Norm,1Fam,1Story,6,1956,1956,Hip,0,504,546,1050,GasA,Y,1050,0,1050,0,0,1,0,TA,5,0,1,338,6,2009,WD,Normal,128900
1263,50,NA,11250,ClearCr,Norm,1Fam,1.5Fin,5,1957,1989,Gable,0,0,1104,1104,GasA,Y,1104,684,1788,1,0,1,0,TA,8,2,1,304,11,2009,WD,Normal,161500
1264,70,60,13515,BrkSide,Norm,1Fam,2Story,6,1919,1950,Gambrel,0,0,764,764,GasA,Y,1060,764,1824,0,0,1,0,TA,8,1,2,520,7,2007,WD,Normal,180500
1265,120,34,4060,NAmes,Norm,TwnhsE,1Story,5,1998,1999,Gable,0,266,1139,1405,GasA,Y,1337,0,1337,1,0,2,0,Gd,5,0,2,511,8,2008,COD,Abnorml,181000
1266,160,35,3735,Somerst,Norm,TwnhsE,2Story,5,1999,1999,Hip,218,450,241,691,GasA,Y,713,739,1452,1,0,2,1,Gd,6,0,2,506,3,2006,WD,Normal,183900
1267,190,60,10120,OldTown,Feedr,2fmCon,2.5Unf,4,1910,1950,Hip,0,0,925,925,GasA,N,964,925,1889,0,0,1,1,TA,9,1,1,308,1,2007,WD,Normal,122000
1268,20,89,13214,Timber,Norm,1Fam,1Story,5,2008,2009,Hip,0,0,2002,2002,GasA,Y,2018,0,2018,0,0,2,0,Ex,10,1,3,746,5,2010,WD,Normal,378500
1269,50,NA,14100,Crawfor,Norm,1Fam,1.5Fin,9,1935,1997,Gable,632,192,536,728,GasA,Y,1968,1479,3447,0,0,3,1,Gd,11,2,3,1014,5,2008,WD,Normal,381000
1270,50,78,11344,NAmes,Feedr,1Fam,1.5Fin,5,1958,1958,Gable,180,460,414,874,GasW,Y,874,650,1524,0,0,1,1,TA,7,0,1,315,7,2007,WD,Normal,144000
1271,40,NA,23595,ClearCr,Norm,1Fam,1Story,6,1979,1979,Shed,0,1258,74,1332,GasA,Y,1332,192,1524,2,0,0,1,Gd,4,1,2,586,4,2010,WD,Normal,260000
